,true_label,predicted_label,probability_0,probability_1
217,1,0,0.9018908,0.09810917
218,0,0,0.65150464,0.34849536
219,0,0,0.98556304,0.014436972
220,0,0,0.99411845,0.0058815647
221,0,0,0.94792104,0.052078992
222,0,0,0.9426929,0.05730712
223,0,0,0.93928736,0.060712624
224,0,0,0.94965553,0.050344445
225,1,0,0.95345205,0.046547964
226,1,0,0.8879056,0.1120944
227,0,0,0.83083844,0.16916159
228,0,0,0.74207544,0.25792453
229,1,0,0.514346,0.485654
230,1,0,0.88302743,0.116972536
231,0,0,0.9551915,0.04480852
232,0,0,0.7112646,0.28873536
233,0,0,0.95204914,0.047950834
234,0,0,0.9493205,0.050679505
235,0,0,0.99600655,0.003993462
236,0,0,0.94664204,0.05335798
237,0,1,0.397749,0.602251
238,1,0,0.99386865,0.0061313384
239,0,0,0.91693854,0.08306145
240,1,1,0.08427197,0.91572803
241,0,0,0.86843157,0.1315684
242,1,0,0.68396086,0.31603914
243,0,0,0.98034966,0.019650314
244,0,0,0.9965113,0.0034886969
245,0,0,0.96583337,0.03416665
246,0,0,0.6671546,0.3328454
247,0,0,0.98900485,0.010995169
248,0,0,0.5460583,0.45394167
249,0,0,0.97629285,0.023707157
250,1,0,0.89212406,0.10787595
251,0,0,0.99265516,0.007344839
252,0,1,0.38363898,0.616361
253,0,0,0.9474275,0.052572466
254,0,0,0.92310125,0.07689873
255,0,0,0.99053913,0.00946084
256,1,0,0.63389957,0.3661004
257,0,0,0.94489473,0.05510526
258,0,0,0.926847,0.07315305
259,0,0,0.8440602,0.15593985
260,0,0,0.9168859,0.08311411
261,0,0,0.9128872,0.087112784
262,0,0,0.9450242,0.05497579
263,0,0,0.6782613,0.32173872
264,0,0,0.81246454,0.18753548
265,0,0,0.9042896,0.095710404
266,0,0,0.89070714,0.109292895
267,0,0,0.9348965,0.06510347
268,0,0,0.8992303,0.10076968
269,1,0,0.97473377,0.025266219
270,0,0,0.9440268,0.055973195
271,0,0,0.89069873,0.109301284
272,0,0,0.8502934,0.1497066
273,0,0,0.9130888,0.08691123
274,0,0,0.8781315,0.12186849
275,0,0,0.91758156,0.08241841
276,0,0,0.8755613,0.1244387
277,0,0,0.9977783,0.0022216758
278,0,0,0.59933025,0.40066975
279,0,0,0.8933512,0.10664883
280,0,0,0.98718774,0.012812249
281,1,0,0.99341756,0.006582412
282,0,0,0.9936783,0.0063217496
283,0,0,0.86434174,0.13565828
284,0,0,0.9767029,0.023297094
285,1,1,0.3016255,0.6983745
286,0,1,0.037718296,0.9622817
287,0,0,0.9858893,0.014110675
288,0,0,0.9072074,0.092792556
289,0,0,0.9679903,0.032009717
290,1,1,0.3245386,0.6754614
291,0,0,0.80261135,0.19738863
292,0,0,0.98380184,0.016198153
293,0,0,0.9967645,0.0032355203
294,0,0,0.9986244,0.0013755929
295,0,0,0.6146654,0.38533458
296,1,0,0.97059345,0.029406555
297,0,0,0.88508356,0.11491642
298,1,1,0.14016384,0.85983616
299,0,0,0.99920136,0.0007986131
300,0,0,0.9949373,0.00506269
301,0,0,0.9354258,0.064574175
302,1,0,0.8753023,0.1246977
303,0,1,0.26271957,0.7372804
304,0,0,0.9781988,0.021801164
305,0,0,0.9856833,0.014316682
306,0,0,0.9856938,0.014306161
307,0,0,0.7370964,0.26290354
308,0,0,0.9841185,0.015881466
309,1,0,0.6189412,0.38105884
310,1,1,0.13246977,0.8675302
311,0,0,0.81538033,0.18461967
312,1,0,0.9275257,0.0724743
313,0,0,0.95800465,0.04199532
314,1,0,0.60256976,0.39743024
315,0,0,0.7523075,0.24769251
316,0,0,0.9315734,0.06842663
317,0,0,0.98842394,0.0115760695
318,0,1,0.40278912,0.5972109
319,0,0,0.9851693,0.014830708
320,1,0,0.90303016,0.09696982
321,1,0,0.95227593,0.04772405
322,1,0,0.55618703,0.44381294
323,0,0,0.99933034,0.00066966855
324,1,0,0.8605055,0.13949446
325,0,0,0.9587794,0.041220605
326,0,0,0.97420245,0.025797522
327,0,1,0.47677732,0.5232227
328,0,0,0.9696764,0.0303236
329,0,0,0.97816855,0.02183145
330,0,0,0.87132037,0.1286796
331,0,1,0.3250602,0.6749398
332,0,0,0.9736587,0.026341334
333,0,0,0.56709224,0.43290776
334,1,0,0.55557513,0.44442487
335,1,1,0.093114555,0.90688545
336,0,0,0.8525458,0.1474542
337,1,0,0.6969996,0.3030004
338,0,0,0.9602996,0.039700404
339,1,0,0.99184763,0.008152392
340,0,0,0.9508206,0.049179386
341,0,0,0.92776096,0.07223901
342,0,0,0.9806403,0.019359728
343,0,0,0.9101787,0.08982129
344,1,0,0.76493126,0.23506872
345,1,0,0.5871339,0.41286615
346,0,0,0.826157,0.173843
347,1,1,0.3493755,0.6506245
348,0,0,0.9025644,0.09743557
349,0,0,0.8557951,0.14420493
350,0,0,0.8439996,0.15600039
351,0,0,0.90419745,0.09580254
352,0,0,0.9729999,0.027000122
353,0,0,0.9984261,0.0015739183
354,0,0,0.9690919,0.030908138
355,1,1,0.18544489,0.8145551
356,0,0,0.7641233,0.23587671
357,0,0,0.99293756,0.0070624137
358,0,0,0.9058135,0.094186485
359,1,0,0.930673,0.06932701
360,0,0,0.9777947,0.022205302
361,0,0,0.9914125,0.008587479
362,0,0,0.7959925,0.20400752
363,1,0,0.6933,0.30669996
364,1,0,0.9344331,0.065566905
365,0,0,0.5573224,0.44267762
366,0,0,0.9493659,0.05063411
367,1,0,0.98966014,0.010339856
368,1,0,0.91132575,0.088674255
369,0,0,0.9932482,0.0067517585
370,1,1,0.37329203,0.626708
371,0,0,0.9872283,0.0127717415
372,0,0,0.90819377,0.09180621
373,1,0,0.9750633,0.0249367
374,0,0,0.99017066,0.009829323
375,0,0,0.6980711,0.30192888
376,0,0,0.9807856,0.019214362
377,0,0,0.6266482,0.37335184
378,1,0,0.98234284,0.017657163
379,0,0,0.99027556,0.0097244205
380,0,0,0.9399465,0.06005352
381,0,0,0.9901654,0.009834568
382,0,0,0.9436989,0.056301128
383,0,0,0.8378292,0.16217081
384,0,0,0.98785293,0.01214709
385,0,0,0.9803128,0.019687196
386,0,0,0.7604083,0.23959172
387,0,0,0.9890022,0.010997777
388,0,0,0.997055,0.002945034
389,0,0,0.875889,0.124110974
390,0,0,0.754611,0.24538897
391,0,1,0.48407948,0.5159205
392,0,0,0.9876539,0.012346104
393,0,0,0.93338317,0.06661682
394,0,0,0.77051246,0.22948752
395,0,0,0.85124356,0.14875646
396,0,1,0.45780206,0.54219794
397,0,0,0.8587169,0.1412831
398,1,0,0.62002796,0.37997204
399,0,0,0.721313,0.27868703
400,0,0,0.96011204,0.03988798
401,0,0,0.74154663,0.25845337
402,0,0,0.98806286,0.011937154
403,1,0,0.53599036,0.46400967
404,0,0,0.89663666,0.10336332
405,0,0,0.9819805,0.018019505
406,0,0,0.8369081,0.16309188
407,0,0,0.8205718,0.1794282
408,0,0,0.9136447,0.08635531
409,0,0,0.8231077,0.17689227
410,1,0,0.6140331,0.38596693
411,0,0,0.6451332,0.3548668
412,0,0,0.95256275,0.04743723
413,1,1,0.116425276,0.8835747
414,0,0,0.9877381,0.012261922
415,1,1,0.34955776,0.65044224
416,0,0,0.9184929,0.081507064
417,0,0,0.96220684,0.037793186
418,0,0,0.75564384,0.24435616
419,0,0,0.9878517,0.012148343
420,0,0,0.99493253,0.005067496
421,0,0,0.96522295,0.034777064
422,0,0,0.99369514,0.0063048666
423,0,0,0.9478543,0.05214573
424,0,0,0.77141446,0.22858553
425,0,0,0.8412696,0.15873039
426,0,0,0.8909722,0.109027795
427,0,0,0.8889149,0.111085124
428,0,0,0.8086528,0.1913472
429,0,0,0.959253,0.04074697
430,0,0,0.6932073,0.30679268
431,0,0,0.97685534,0.023144655
432,0,0,0.8834233,0.11657666
433,0,0,0.99066,0.009339981
434,0,0,0.9807017,0.019298306
435,0,0,0.99259657,0.0074034594
436,0,0,0.93215907,0.06784096
437,0,0,0.7716298,0.22837022
438,0,0,0.98357534,0.016424626
439,0,0,0.9679779,0.032022145
440,0,0,0.9965395,0.0034605018
441,0,0,0.6347598,0.36524022
442,0,0,0.97978824,0.02021178
443,1,0,0.944096,0.055903945
444,0,0,0.7805503,0.21944968
445,0,0,0.9946641,0.0053358986
446,0,0,0.9819596,0.018040404
447,1,0,0.9529696,0.04703039
448,0,0,0.9864619,0.013538094
449,0,0,0.9177255,0.0822745
450,0,0,0.99491525,0.0050847703
451,0,0,0.85237753,0.14762244
452,0,0,0.97016,0.029839965
453,1,0,0.8227935,0.17720655
454,0,0,0.87587935,0.12412067
455,1,0,0.9811042,0.018895792
456,0,0,0.99283594,0.00716404
457,0,0,0.8536074,0.14639257
458,1,0,0.9733079,0.02669211
459,0,0,0.9846418,0.015358186
460,0,0,0.98142433,0.018575672
461,0,0,0.9741444,0.025855573
462,0,0,0.8777336,0.122266404
463,0,0,0.93901974,0.060980286
464,0,0,0.96043783,0.03956219
465,0,0,0.98215824,0.017841777
466,0,0,0.9404469,0.059553094
467,0,0,0.9780014,0.02199857
468,0,0,0.6544493,0.34555072
469,0,0,0.91179436,0.08820563
470,0,0,0.98868,0.01131998
471,0,0,0.9563974,0.043602586
472,0,0,0.990346,0.009654014
473,0,0,0.9749996,0.025000386
474,1,0,0.91275585,0.08724412
475,0,0,0.8603888,0.13961118
476,0,0,0.96912605,0.030873934
477,0,0,0.81467456,0.18532544
478,0,0,0.7187371,0.28126287
479,0,0,0.9611469,0.038853105
480,0,0,0.9908341,0.009165884
481,1,1,0.14662135,0.85337865
482,1,0,0.9858886,0.014111424
483,0,0,0.7419619,0.2580381
484,0,0,0.9921599,0.0078401165
485,0,0,0.99804276,0.0019572163
486,0,0,0.9947525,0.005247494
487,0,0,0.96597,0.034030017
488,0,0,0.9772469,0.022753133
489,0,0,0.88527966,0.114720315
490,1,1,0.15706778,0.8429322
491,0,0,0.60820544,0.39179453
492,0,0,0.9978122,0.0021877997
493,0,0,0.94836867,0.05163134
494,0,1,0.48937553,0.51062447
495,0,0,0.9963323,0.0036676829
496,0,0,0.9570218,0.04297821
497,0,0,0.99448496,0.005515053
498,0,0,0.9277716,0.07222835
499,1,1,0.27604705,0.72395295
500,0,0,0.96334565,0.036654368
501,0,0,0.9909165,0.009083531
502,0,0,0.9957957,0.0042042737
503,0,0,0.8114996,0.18850042
504,0,0,0.83651316,0.16348682
505,0,0,0.95345825,0.04654174
506,0,1,0.14619702,0.853803
507,0,0,0.8226599,0.17734008
508,0,1,0.46299165,0.53700835
509,0,0,0.98889506,0.011104929
510,0,0,0.95410043,0.045899566
511,0,0,0.9906408,0.009359187
512,1,0,0.9396508,0.06034924
513,0,0,0.8858161,0.11418391
514,0,0,0.9573544,0.042645544
515,0,0,0.8827654,0.117234595
516,0,0,0.9824759,0.017524133
517,0,0,0.9811028,0.018897157
518,0,0,0.98966473,0.010335271
519,0,0,0.87893444,0.12106558
520,0,0,0.99071103,0.009288983
521,0,0,0.83219737,0.16780262
522,0,0,0.9942392,0.0057607736
523,0,0,0.9402033,0.059796672
524,0,0,0.97204804,0.027951952
525,1,0,0.98607975,0.013920256
526,1,1,0.1545552,0.8454448
527,0,0,0.94996035,0.050039634
528,0,0,0.98380816,0.016191855
529,0,0,0.7118188,0.28818122
530,0,0,0.98915225,0.010847732
531,0,0,0.9324501,0.06754986
532,0,0,0.9547042,0.04529575
533,0,0,0.9647068,0.03529321
534,0,0,0.75551534,0.2444847
535,0,0,0.9154388,0.084561236
536,0,0,0.98012483,0.019875163
537,0,1,0.17866999,0.82133
538,0,0,0.9751426,0.024857385
539,0,1,0.17472422,0.8252758
540,0,0,0.9899536,0.010046435
541,1,0,0.9712464,0.028753564
542,0,0,0.9703915,0.029608486
543,0,0,0.97583246,0.024167512
544,0,0,0.7784675,0.22153254
545,0,0,0.95194113,0.048058897
546,0,1,0.06974208,0.9302579
547,0,0,0.7344506,0.2655494
548,1,0,0.9610099,0.038990084
549,0,0,0.9312329,0.068767056
550,0,0,0.91340923,0.086590745
551,1,0,0.96960413,0.030395854
552,0,0,0.9569889,0.04301114
553,1,1,0.20832688,0.7916731
554,0,0,0.98271084,0.017289147
555,1,1,0.4303103,0.5696897
556,0,0,0.99522346,0.004776526
557,0,0,0.95424545,0.045754533
558,0,0,0.8322669,0.16773304
559,0,0,0.9299649,0.07003508
560,0,0,0.9419503,0.058049683
561,0,0,0.8357809,0.1642191
562,0,0,0.9733062,0.026693828
563,0,0,0.94903207,0.050967902
564,1,0,0.9723212,0.027678777
565,0,0,0.9966959,0.0033041397
566,0,0,0.9660493,0.033950675
567,0,0,0.836637,0.16336298
568,0,0,0.9288593,0.07114069
569,0,0,0.9852614,0.014738609
570,0,0,0.99867195,0.0013280261
571,0,0,0.9946729,0.0053271144
572,0,0,0.992123,0.007877019
573,0,0,0.82948667,0.17051335
574,0,0,0.90111566,0.098884344
575,0,0,0.9296709,0.07032913
576,0,0,0.7449635,0.25503647
577,0,0,0.8093009,0.19069909
578,0,0,0.9187511,0.081248894
579,0,0,0.9751119,0.02488808
580,0,0,0.699888,0.30011198
581,0,0,0.94295865,0.05704137
582,0,0,0.99385124,0.006148777
583,0,0,0.85669255,0.14330742
584,0,0,0.7630118,0.23698817
585,0,0,0.9262721,0.07372788
586,0,0,0.99046516,0.009534839
587,0,0,0.9404227,0.059577294
588,1,0,0.7213093,0.27869073
589,0,0,0.99850637,0.0014936129
590,0,0,0.9007766,0.09922337
591,0,0,0.951249,0.048751004
592,0,0,0.9932484,0.0067516183
593,0,0,0.96581835,0.03418167
594,0,0,0.9760326,0.023967406
595,0,0,0.9214184,0.078581594
596,0,1,0.25445902,0.745541
597,1,0,0.8209916,0.17900842
598,1,1,0.47806525,0.52193475
599,0,0,0.99206305,0.007936966
600,0,0,0.6766328,0.32336718
601,0,0,0.928372,0.07162796
602,1,1,0.19692492,0.8030751
603,0,0,0.8897476,0.1102524
604,0,0,0.5147513,0.48524866
605,0,0,0.9996402,0.00035980213
606,0,0,0.9431014,0.056898564
607,0,0,0.5510844,0.44891563
608,1,0,0.98384744,0.016152538
609,0,0,0.9323617,0.06763831
610,1,0,0.7793523,0.22064772
611,0,0,0.6891684,0.3108316
612,0,0,0.98414236,0.015857665
613,0,0,0.91564345,0.084356524
614,0,0,0.9696815,0.030318517
615,0,0,0.96636575,0.033634227
616,0,0,0.94186044,0.058139585
617,1,1,0.03927487,0.9607251
618,1,0,0.6684166,0.33158335
619,0,0,0.9711965,0.028803524
620,0,0,0.97666705,0.023332959
621,0,0,0.9185058,0.08149418
622,0,0,0.969859,0.030141022
623,0,0,0.993556,0.0064439736
624,0,0,0.8294166,0.17058341
625,0,0,0.7046528,0.29534724
626,0,0,0.84269375,0.15730627
627,0,0,0.7855859,0.21441409
628,0,0,0.9832092,0.016790794
629,0,1,0.15986353,0.84013647
630,0,0,0.7749065,0.22509345
631,0,0,0.5339984,0.46600157
632,0,0,0.9988689,0.0011311129
633,0,0,0.9905296,0.009470416
634,1,0,0.5546733,0.4453267
635,0,0,0.8095807,0.19041935
636,0,0,0.96022546,0.039774522
637,0,0,0.9030394,0.0969606
638,0,0,0.9250162,0.0749838
639,0,0,0.78291917,0.21708085
640,0,0,0.5394988,0.46050122
641,1,0,0.82699203,0.17300797
642,0,0,0.8730165,0.12698351
643,0,0,0.90692383,0.09307618
644,0,0,0.95772636,0.042273633
645,0,0,0.9763792,0.023620779
646,0,0,0.74381375,0.25618625
647,0,0,0.9647702,0.035229776
648,0,0,0.96008015,0.039919857
649,0,1,0.47692996,0.52307004
650,0,0,0.9098523,0.09014766
651,0,0,0.9511364,0.048863586
652,0,0,0.90493244,0.09506754
653,0,0,0.7668333,0.23316668
654,0,0,0.9969332,0.003066799
655,0,0,0.9861146,0.013885354
656,0,0,0.7229457,0.27705428
657,0,0,0.84350616,0.15649384
658,0,0,0.9504748,0.0495252
659,0,0,0.9270884,0.072911635
660,0,0,0.9775044,0.022495655
661,0,0,0.8281563,0.17184372
662,0,0,0.9972223,0.0027776684
663,1,0,0.9837981,0.016201923
664,0,0,0.78414965,0.21585038
665,1,0,0.8904509,0.10954908
666,1,0,0.7302613,0.26973867
667,0,0,0.9660089,0.033991076
668,1,0,0.9456116,0.054388393
669,0,0,0.93778205,0.06221794
670,0,0,0.9566113,0.043388702
671,0,0,0.9864849,0.013515093
672,0,0,0.99956656,0.0004334484
673,0,1,0.13800204,0.86199796
674,0,0,0.9972818,0.0027182305
675,0,0,0.9984657,0.0015343066
676,0,0,0.9884919,0.0115081165
677,0,0,0.9271493,0.072850674
678,0,0,0.83603036,0.16396964
679,1,0,0.78993034,0.21006963
680,0,0,0.9925106,0.0074893585
681,0,0,0.9940232,0.0059768246
682,0,0,0.9839324,0.016067654
683,1,0,0.9844916,0.015508414
684,0,0,0.9341515,0.065848544
685,0,0,0.90370333,0.0962967
686,0,0,0.86876833,0.1312317
687,0,0,0.88516855,0.114831455
688,0,0,0.9992705,0.0007295276
689,0,0,0.83659077,0.16340923
690,1,0,0.62472534,0.37527466
691,1,0,0.90556705,0.09443294
692,0,0,0.8153511,0.1846489
693,0,0,0.92610496,0.073895045
694,1,1,0.34744567,0.65255433
695,0,0,0.96035033,0.03964967
696,0,0,0.98871744,0.011282561
697,0,0,0.9156915,0.08430853
698,0,0,0.9851959,0.014804117
699,0,0,0.8950874,0.10491257
700,1,1,0.19239014,0.80760986
701,0,0,0.92739415,0.07260584
702,0,0,0.9705717,0.029428286
703,0,0,0.8269397,0.17306031
704,0,0,0.99257296,0.0074270507
705,0,0,0.9956668,0.0043332255
706,0,0,0.95160633,0.048393644
707,1,1,0.1273433,0.8726567
708,1,1,0.4482836,0.5517164
709,1,0,0.9906352,0.0093647605
710,0,0,0.99802446,0.0019755568
711,0,0,0.9935989,0.0064011035
712,0,0,0.93035257,0.0696474
713,0,0,0.99053985,0.0094601475
714,0,0,0.95255333,0.047446676
715,0,0,0.9223935,0.07760651
716,0,0,0.9991894,0.0008106051
717,1,0,0.95190793,0.04809208
718,0,0,0.79498917,0.20501082
719,0,0,0.6453172,0.35468277
720,0,0,0.9419918,0.0580082
721,0,0,0.97842485,0.021575129
722,0,0,0.9881529,0.011847101
723,0,0,0.9657816,0.03421836
724,0,0,0.9973776,0.002622436
725,0,0,0.9863041,0.013695871
726,0,0,0.92345023,0.076549746
727,0,0,0.89702815,0.102971844
728,0,0,0.9700678,0.029932205
729,0,0,0.9319692,0.06803079
730,0,0,0.9548294,0.0451706
731,0,0,0.98810786,0.011892161
732,0,0,0.9401682,0.05983178
733,0,0,0.94099134,0.059008636
734,0,0,0.98565495,0.014345064
735,1,1,0.03796947,0.96203053
736,1,1,0.10227233,0.89772767
737,0,0,0.95336807,0.046631925
738,0,0,0.94567007,0.054329947
739,0,0,0.84050775,0.15949228
740,0,0,0.98148525,0.018514741
741,0,0,0.9028859,0.09711406
742,0,0,0.75984687,0.24015315
743,1,0,0.7228889,0.2771111
744,0,0,0.9996051,0.0003948746
745,0,0,0.9367459,0.063254125
746,0,0,0.83813804,0.16186197
747,0,0,0.9623378,0.037662208
748,0,0,0.984872,0.015128028
749,0,0,0.99113405,0.008865924
750,0,0,0.99092424,0.009075762
751,0,0,0.9109561,0.08904391
752,0,0,0.99701965,0.0029803496
753,0,0,0.8043556,0.19564436
754,0,0,0.99584305,0.0041569364
755,0,0,0.9735719,0.026428085
756,1,0,0.91602397,0.083976045
757,0,0,0.86253166,0.13746835
758,0,0,0.9499681,0.050031926
759,1,0,0.8547567,0.14524327
760,0,0,0.97829217,0.021707816
761,0,0,0.90072376,0.09927627
762,0,0,0.8971652,0.102834836
763,1,1,0.19219446,0.80780554
764,0,0,0.9411931,0.058806878
765,0,0,0.72405803,0.275942
766,0,0,0.92854106,0.07145896
767,0,0,0.91078323,0.08921678
768,0,0,0.96618164,0.03381839
769,0,0,0.94241446,0.057585526
770,0,0,0.9136934,0.086306594
771,0,0,0.96092653,0.039073482
